File name; Val decl; Var decl; Total variables; Func decl; Func def; Total functionc; Class def; Object def; Trait def; Annotations; Imports; Packages; While; For; If; Try; Throw; Return; Assignment; Weighted methods; Number of Public Meth&Vars
ScalaSourceCode.scala;2;7;9;4;14;18;8;1;1;2;6;4;2;4;2;2;2;4;
